	tweetUrl	time	text	replies	retweets	likes	date	iso_2
353	/AdviceRRHH/status/1228262681137876992	2020-02-14 04:20:17	Advice Analytics: La demanda laboral registró una caída del 24% interanual en enero 2020 https://www.advice.com.uy/advice-analytics/ct_318/es/ … #Uruguay #trabajo #empleo pic.twitter.com/b9VwzTrhLT	0	9	9	2020-02-14	UY
358	/eyp_oficial/status/1228886538819424256	2020-02-15 21:39:17	Los organismos de seguridad social - en Uruguay el Banco de Previsión Social (BPS) -, buscan a través de determinadas prestaciones, garantizar la protección de sus afiliados y sus familias frente a determinadas situaciones.  #BPS #desempleo #despido #enfe http://eypcontadores.com/blog/subsidios/ pic.twitter.com/sZxQneiIuu	0	0	0	2020-02-15	UY
359	/picte/status/1228763303687675904	2020-02-15 13:29:35	Por que se fue Galperin, fundador de una de las principales empresas argentinas, posiblemente xq en Uruguay no tendrá q pagar el ridiculo impuesto a los bienes personales, con una alicuota confiscatoria, radicará parte de su estructura en ese país, generando empleo	1	1	0	2020-02-15	UY
360	/BikesyFitness/status/1228633397075087360	2020-02-15 04:53:23	"Primer paso para la salida de Mercado Libre de Peronia, casi seguro la operatoria se traslada a Uruguay. Menos empleo en nuestro país. Gobierno de mierda anti emprendedores.
Tras renunciar a Mercado Libre Argentina, Marcos Galperin se va a vivir a Uruguay. https://www.cronista.com/apertura-negocio/empresas/Tras-renunciar-a-Mercado-Libre-Argentina-Marcos-Galperin-se-va-a-vivir-a-Uruguay-20200214-0009.html …"	1	2	4	2020-02-15	UY
368	/Atlas_Saib00t/status/1229230695454838786	2020-02-16 20:26:50	Perdieron en Bolivia, Uruguay y en cualquier momento España. Deja de flashear que sos guerrillero y consegui un empleo honesto.	0	0	2	2020-02-16	UY
371	/yudyamedina/status/1229110676448260097	2020-02-16 12:29:55	Usted está desconectada totalmente de la realidad lo cierto es que no hay empleo para todas las profesiones #Orion #Invercolsa #Uruguay #Narcotrafico #Narcoestado	0	0	0	2020-02-16	UY
370	/SimoffBeatriz/status/1229259337522085892	2020-02-16 22:20:39	Sólo por curiosidad. Tenemos en Uruguay y se encuentran la mayoría en Mdeo., más de 400.000 tarjetas MIDES, jubilaciones y sueldos de una gran cantidad de uruguayos realmente sumergidos y muchísima gente sin empleo. Entonces, el edificio que se  (1)	1	4	16	2020-02-16	UY
369	/adrianmolfino/status/1229093777467420679	2020-02-16 11:22:46	Gracias al mediocre populista de Alberto Fernández y su banda se fue a Uruguay el CEO de Mercado Libre Marcos Galpetin empresa valuada en 38.586 millones de dólares . Da empleo a más de 10.000 personas .	0	0	0	2020-02-16	UY
367	/adriandiaz329/status/1229251654513569792	2020-02-16 21:50:07	Si dale seguí con el cuento ..ni tenes idea de cuánto fue el aumento ...que decís q del aumento del desempleo de Uruguay de la extrajerizacio  de la tierra a manos de empresas extranjeras de la deuda aproximándose a 60 m millones la corrupción en asse  negar investigadoras etc	1	0	0	2020-02-16	UY
365	/jgsp12071979/status/1229179444608274436	2020-02-16 17:03:11	"NO se vos, a mi, no me da ganas de un asadito con Cosse, Ella y sus amigos, fueron y son los responsables, que aun haya gente pobre en Uruguay, sin empleo, y sin un plato de comida asegurado en su mesa.

Soy realista, democrata, y me gusta negociar.

Pero no soy hipocrita."	1	1	1	2020-02-16	UY
364	/sietevecesmal/status/1229072597796708354	2020-02-16 09:58:37	Mayor desempleo de la historia? Vos estás seguro que vivís en Uruguay?	1	0	2	2020-02-16	UY
363	/BTereresa/status/1229202931888611328	2020-02-16 18:36:31	Yo creo que el embajador del Uruguay va a recuperar su antiguo empleo como director de la aerocivil, después que renuncia a la embajada por el laboratorio de COCA que le encontraron en su finca	0	0	0	2020-02-16	UY
362	/DMisanthope/status/1229071681513250816	2020-02-16 09:54:58	Estoy de acuerdo con todo menos con Legalizar Drogas. En Uruguay se aprobó y es un perfecto desastre! Tenemos Mucha gente sin estructura, sin empleo sin educación consumiendo drogas! Terminan arruinados mantando gente para hervir pasta en una cuchara!	0	1	1	2020-02-16	UY
361	/Alien_Ancestral/status/1229012086489014272	2020-02-16 05:58:10	Se vivieron 15 años donde gobernaron los sindicatos y mira donde estamos... El mayor desempleo de la historia y casi sin inversión en Uruguay...	1	0	0	2020-02-16	UY
366	/Blanca09798165/status/1228978030229544966	2020-02-16 03:42:50	"""Todos somos familiares "" Dios que me perdone. El muchachito fue completo hasta de caravanas. El Presidente Luis tendría que tomar medidas severas, para cualquier empleo exigen, Buena Presencia y aquí en Uruguay cualquier picheo ya se siente https://twitter.com/ElAzulQueda/status/1228746235424788480 …"	3	0	1	2020-02-16	UY
372	/AldoLema_cl/status/1229397587767087106	2020-02-17 07:30:00	En el Uruguay reciente el desempleo se ubicó sobre 9%, el empleo retrocedió a niveles de 2011, solo 4 de 10 adolescentes termina la educación media y la tasa de homicidios subió a 11 por 100 mil habitantes (triple de Chile). https://twitter.com/JMBenavente/status/1229147247834750976 …	8	83	116	2020-02-17	UY
373	/Frasom2/status/1229404197306687488	2020-02-17 07:56:16	"Que no te sorprenda tanto @JMBenavente, Uruguay tiene desempleo sobre 9%, 40% de los jóvenes no termina la educación media y tasa de homicidios es el triple que en Chile. Dicen que ""el pasto del vecino siempre es más verde"""	0	0	7	2020-02-17	UY
385	/RobertoGatti16/status/1229975002931453953	2020-02-18 21:44:27	Uhhh !!! Mr. Generador de empleo. Se va terminando eso de negrear al trabajador. Volvio el peronismo. No queres pagar impuestos, igual te pasaste la vida evadiendo. Mudate a Uruguay o poniendo estaba la ganza. Besi	0	0	0	2020-02-18	UY
384	/SergioM68437287/status/1229848558691586049	2020-02-18 13:22:00	"Son un desastre, Uruguay en 15 años de socialismo tienen un desempleo a la fecha del 9.5%,estancamiento de la economía y un déficit fiscal del 3.8% al 2019,Chile un 2%,la inflación al 2019 en Uruguay fue del 9%,en Chile del 3%. y quieren cambiar la constitución?
@guillier pic.twitter.com/QtJY9BNARd"	2	32	31	2020-02-18	UY
383	/vuntiveros63/status/1229844324038447105	2020-02-18 13:05:10	El art 166 de la Constitución prohíbe el empleo de la PNP para resguardo de los congresistas etc lo más recomendable se imite al ex presidente de Uruguay José Mujica quien se desplazaba sin seguridad policial en su auto Volkswagen escarabajo preferiendo la seguridad de su pueblo	0	0	0	2020-02-18	UY
382	/ceventuales/status/1229841736467406848	2020-02-18 12:54:53	"¡Te estamos buscando!
Ayudante de Mecánico - Libreta  de Conducir CAT. B o H

Para postularte envía tu #curriculum a rrhh@eventuales.com.uy especificando en el asunto el nombre del cargo al cual aplicas.
#empleo #trabajo #ofertalaboral #rrhh #Uruguay pic.twitter.com/qixbyYhDHP"	0	0	0	2020-02-18	UY
381	/vuntiveros63/status/1229823651362590722	2020-02-18 11:43:02	Art 166 Const prohíbe empleo de la PNP para resguardo de cada uno de los congresistas se debe imitar al ex presidente de Uruguay José Mujica quien sin seguridad policial se desplazaba en su auto Volkswagen escarabajo dando preferencia a la seguridad de su pueblo. Es lo correcto	0	0	0	2020-02-18	UY
380	/Randstad_Uy/status/1229838357573795842	2020-02-18 12:41:28	"#OportunidadLaboral
Para Campiglia Pilay seleccionamos: Auxiliar administrativo de archivo.

¿Te interesa? Postulate acá: http://bit.ly/2SHnKM9 
#trabajo #empleo #uruguay #empleoenuruguay #busquedalaboral #buscotrabajo #buscoempleo pic.twitter.com/nWlrirvZns"	0	0	1	2020-02-18	UY
378	/TitoReyes05/status/1229783020216995840	2020-02-18 09:01:34	como se acostumbro el Uruguay a dejar todo a la deriva, los maestros protestan, los sindicatos protestan, el pais que deja su jefe frenteamplista con un 10% deficit con grave desempleo con denuncias varias, se debera trabajar para que el Uruguay vuelva a ser la Suiza de America	0	0	0	2020-02-18	UY
377	/bartolohd32/status/1229783460828647424	2020-02-18 09:03:19	"Un #cubano #regulado y secuestrado por la policia politica puede perder su empleo.
@LuisLacallePou @lauraraffo @PNACIONAL @beatrizargimon @StateDept @robertparrado #Uruguay #Cuba https://twitter.com/cyrus_kuba/status/1229609956254547968 …"	0	0	2	2020-02-18	UY
376	/ArosaEric/status/1229788752073109506	2020-02-18 09:24:21	"El desempleo también creció atrozmente en el Uruguay.
En los que menos tienen, la obesidad prevalece. 
¿El FA nunca lo vio? por eso ¿No preocupa el desempleo?"	0	0	2	2020-02-18	UY
375	/Relojde24/status/1229918028718104577	2020-02-18 17:58:03	Este método ya se aplica en #LUB y #Metro de Uruguay. El periodista abona un arancel para la emisión del carnet anual de ambas competencias. Aunque el ABC de cualquier empleo menciona que no hay que pagar para trabajar.	3	1	15	2020-02-18	UY
374	/Aldeas_Uruguay/status/1229764163305689089	2020-02-18 07:46:39	Nueva oportunidad de empleo: maestro/a de apoyo pedagógico para #Florida. ¡Sumate a nuestro equipo!  https://n9.cl/xzu9 	0	1	1	2020-02-18	UY
379	/Aldeas_Uruguay/status/1229787856023048192	2020-02-18 09:20:47	Nueva oportunidad de empleo: psicólogo/a para CAIF Las Palomitas en #Florida. ¡Sumate a nuestro equipo!  https://n9.cl/7dyt 	0	0	0	2020-02-18	UY
392	/carinlabrun/status/1230321265145151489	2020-02-19 20:40:22	En Uruguay el sector #agro está contratando #empleo a través de la plataforma @zafrales ¿vendrá a Argentina? Leé la nota https://twitter.com/AgrofyNews/status/1229817487010795522 …	0	2	5	2020-02-19	UY
395	/ToniFanara/status/1230126000018579456	2020-02-19 07:44:27	"Entre Ríos es Uruguay
Mendoza es Chile
Jujuy es Bolivia
Los chicos desnutridos y muriéndose de hambre
Los jubilados a quienes empobrecen cada vez mas
El desempleo y trabajo en negro que excluyen a muchos
Los superchinos,hipermercados a quienes entregan fuentes de trabajo nuestras"	0	0	0	2020-02-19	UY
394	/redtelework/status/1230129250054721536	2020-02-19 07:57:22	#Uruguay PREVEEN CRECIMIENTO ECONOMICO DE 1,75% - https://redtelework.com/uruguay-preveen-crecimiento-economico-de-175/ … - #DesarrolloDeCarrera #Economía #Empleo #Latitude #Negocios #Outplacement #Productividad #ReuniónDeTrabajo #Tecnología pic.twitter.com/syfsJ0i0Ov	0	0	0	2020-02-19	UY
393	/ToniFanara/status/1230126112702857216	2020-02-19 07:44:54	"Entre Ríos es Uruguay
Mendoza es Chile
Jujuy es Bolivia
Los chicos desnutridos y muriéndose de hambre
Los jubilados a quienes empobrecen cada vez mas
El desempleo y trabajo en negro que excluyen a muchos
Los superchinos,hipermercados a quienes entregan fuentes de trabajo nuestras"	0	0	0	2020-02-19	UY
391	/NandFRF/status/1230305243914698758	2020-02-19 19:36:42	La verdad que el Uruguay no tiene la espalda para jugar a este populismo barato y hambreador. Dónde el gobierno en vez de crear condiciones para que se genere el empleo genuino, te da una limosna para que los votes. Ojalá el plan de maduro, Cuba y los K no se concrete.	0	0	0	2020-02-19	UY
386	/Kreitech/status/1230216113516163073	2020-02-19 13:42:32	"Buscamos un Full Stack Developer con buen nivel de inglés.  
Habilidades culinarias serán valoradas especialmente (nos gusta compartir los desayunos)
#oportunidadlaboral #fullstack #developer #empleo #uruguay
https://www.buscojobs.com.uy/full-stack-developer-ID-178135 …"	0	1	3	2020-02-19	UY
389	/TitoReyes05/status/1230187026500202497	2020-02-19 11:46:57	soy viejo me da risa en 15 años no demostraron idoneidad en nada, dejaron negocios truncos deudas empresas cerradas desempleo un deficit nunca visto en el Uruguay Y QUIEREN CARGOS ?? PARA QUE ? para que paguemos todos los uruguayos como a los 2 mil empleados del min ganaderia ?	2	0	0	2020-02-19	UY
388	/PAJARO0715/status/1230192157803401216	2020-02-19 12:07:20	El uno censurar canciones, el otro distrae la atención con un proyecto sobre aborto, los medios miran para Venezuela, el Carnaval, el Coronavirus, pero callan ante el Embajador de Uruguay, la corrupción, asesinatos, desempleo, Aida Merlano.	1	0	1	2020-02-19	UY
387	/AegisConsultora/status/1230158765283999745	2020-02-19 09:54:39	"¡Oportunidad laboral para candidatos con dominio de idiomas y orientación al cliente! 
Services Desk-Inglés y Francés
Services Desk-Inglés y Alemán
Services Desk-Inglés y Portugués

#TCS #empleo #Uruguay #ingles #alemán #frances #portugues #servicesdesk pic.twitter.com/adZZEc2HiM"	0	0	0	2020-02-19	UY
390	/ceventuales/status/1230142541640716289	2020-02-19 08:50:11	"Sigue estos #consejos para #organizarte y mejorar tu #desempeño!
.
.
.
#miércolesdetips #empleo #rrhh #Uruguay pic.twitter.com/HfsROACblo"	1	0	0	2020-02-19	UY
402	/gallegoveloso/status/1230377424006844421	2020-02-20 00:23:31	"MEJORAS PARA EMPRENDEDORES Y GENERADORES DE EMPLEO PRIVADO 
VUELTA DE FERROCARRILES QUE RECORRAN EL PAÍS 
ANEXIÓN DE URUGUAY
PENA DE MUERTE A VIOLADORES 
CADENA PERPETUA REAL
NUEVAS RUTAS
AJUSTE A LA POLITICA 
MEJORA DE RELACIONES CON BRASIL, ESPAÑA, ESTADOS UNIDOS, ALEMANIA"	1	0	0	2020-02-20	UY
396	/AldoLema_uy/status/1230654576233238529	2020-02-20 18:44:50	"FMI reconoce ""un deterioro sustantivo"" de la situación fiscal de Uruguay, alza de la deuda, desvío sistemático de la inflación de la meta y caídas del crecimiento, la inversión y el empleo, pero igual considera ""envidiable"" su posición
https://www.imf.org/en/News/Articles/2020/02/20/pr2058-uruguay-imf-executive-board-concludes-article-iv-consultation …"	12	41	77	2020-02-20	UY
397	/Mario55263884/status/1230657796691103744	2020-02-20 18:57:37	Pero en realidad no tendría q tener nada si vos renuncias a tu empleo t dan el seguro de paro?? Por supuesto q no.Este Sr.renuncio q quede claro pierde el derecho a indemnización si el Uruguay fuera justo como dice la constitución.	0	0	1	2020-02-20	UY
398	/nicolassosa1976/status/1230478016662425602	2020-02-20 07:03:15	"UPM2 más que la mayor inversión privada en el Uruguay (?) es la mayor inversión pública de la historia. Siendo así, sabiendo que es un mal negocio, que solo da unos cuantos empleo por tiempo limitado, que nos compromete por 50 años, no huele a un ""hecho de apariencia delictiva""?"	1	7	5	2020-02-20	UY
399	/Randstad_Uy/status/1230593877733761032	2020-02-20 14:43:38	"#OportunidadLaboral
Buscamos AUXILIAR DE COMPRAS del rubro tecnología.

¿Te interesa? Postulate acá: http://bit.ly/2vNCyj8 
#trabajo #empleo #uruguay #empleoenuruguay #busquedalaboral #buscotrabajo #buscoempleo #compras #tecnologia #montevideo pic.twitter.com/YLlkModQli"	0	0	1	2020-02-20	UY
400	/EdwinPi97504560/status/1230498051829223424	2020-02-20 08:22:51	@FrenteaFrenteHN Renato pregunta porque Uruguay es más desarrollado que Honduras, y el más que nadie sabe la respuesta, estamos secuestrados por un barco gobierno actualmente y hemos sido gobernados por corruptos en los últimos 30 años, con una pésima educación, salud y desempleo	0	0	0	2020-02-20	UY
401	/detodoelmundo33/status/1230510670384422913	2020-02-20 09:13:00	No es por amargarlos, pero se termina INEFOP. Confirmado. Tanto para las capacitaciones como para colocar gente sin empleo. Uruguay será otro en poquitos días más.	0	0	0	2020-02-20	UY
403	/fcukierman/status/1230610294252150785	2020-02-20 15:48:52	"URUGUAY -en informativo (radio) escuché noticia c dato oficial el índice de DESEMPLEO: subió respecto a 2007.
Cómo será la gravedad q el Estado no lo maquilló ni lo compara con 2002.
Herencia FA #memoria"	0	7	13	2020-02-20	UY
408	/r_saldain/status/1231050717793783808	2020-02-21 20:58:57	"Uruguay. Una de las tasas de desempleo juvenil más altas del mundo.
https://www.imf.org/en/Publications/CR/Issues/2020/02/20/Uruguay-2019-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-the-49065 … pic.twitter.com/hIOGDL5KnU"	1	19	23	2020-02-21	UY
407	/GonzaloZeinal/status/1230817021920710657	2020-02-21 05:30:20	"Que lo pario.Nueva Zelanda,un pais agroexportador similar con Uruguay en poblacion es casi perfecto con los mejores indices.Un equilibrio entre PBi,Sal/min,corrupcion y desempleo.Una nacion extremadamente disciplinada de habitos.Uruguay años luz de ellos.Y nos ""creemos vivos"""	0	0	0	2020-02-21	UY
409	/DMisanthope/status/1230978754354302976	2020-02-21 16:13:00	Los políticos son un fiel reflejo de la solidaridad en el Uruguay! Se proponen subsidios con dineros públicos y lo regulan ellos mismos. Cómo no vamos a ser uno de los países más prósperos?  Mientras tanto la gilada si queda sin empleo tiene un subsidio por 6meses y es una 	0	1	0	2020-02-21	UY
405	/MIEM_Uruguay/status/1230867709669322752	2020-02-21 08:51:45	"Presentaron resultados del Programa de Mejoramiento de Viviendas, implementado entre 2017 y 2019.
Ejes: eficiencia energética, salud, seguridad, mejora edilicia, acceso inclusivo y sostenible a la energía, empleo verde, equidad de género.
 Más info en: http://bit.ly/PMV2020 pic.twitter.com/jMNe5pRHaf"	1	0	2	2020-02-21	UY
406	/AegisConsultora/status/1230888021773430786	2020-02-21 10:12:27	"¡Actualizamos el resumen de oportunidades para ingresar a Tata Consultancy Services! Aquí todos los detalles:
https://www.aegisconsultora.com/ofertas-laborales/ …
#empleo #trabajo #job #febrero #uruguay #TCS #BPO #inglés #portugues #aleman #frances #payroll #recruiter pic.twitter.com/XFH9qdFFpV"	0	0	2	2020-02-21	UY
404	/UmuntuUy/status/1230861985094553600	2020-02-21 08:29:00	Umuntu es el representante de http://Incluyeme.com  en Uruguay. Se trata del primer portal de empleo inclusivo de la región. Te invitamos a conocerlo: http://www.incluyeme.com.uy 	0	1	0	2020-02-21	UY
410	/Mireia_Gargallo/status/1231158501738713089	2020-02-22 04:07:15	Estado de mundo Digital en Uruguay 2020 #socialmedia #tech http://bit.ly/39Yy48i  #Empleo #Formacion #rrhh #Interconexiona by Alfredovela alfredovela	0	0	0	2020-02-22	UY
411	/pelotazozz/status/1231173956775927808	2020-02-22 05:08:40	Aprenderemos algún día en Uruguay que el Impuesto al patrimonio va en contra de la inversión y el empleo? Los pocos países de la UE que lo tuvieron, hace años lo eliminaron. Acá el sesgo ideológico no nos permite avanzar. https://twitter.com/IdiazAyuso/status/1231153141892231169 …	0	0	0	2020-02-22	UY
412	/SolangePosada7/status/1231189124117389319	2020-02-22 06:08:56	Mientras tanto nunca hubo tan gran desempleo y una canasta familiar tan cara en Uruguay. https://twitter.com/LahitteCarlos/status/1231029231620120578 …	2	6	11	2020-02-22	UY
413	/JoseCamera2/status/1231203789199355905	2020-02-22 07:07:12	Segun el FMI el crecimiento sera desde el 0.5 %que cerro 2019 a un 2.5% en 2021=Bueno. El IPC bajara del 8.8% al 7.5%=Regular y el Desempleo bajara de un 9.7% al 7.7%= Malo.En el contexto del Uruguay hoy:Crecimiento Demografico;falta de trabajo o poco:genera hambre y delincuencia	0	0	1	2020-02-22	UY
420	/BennisPig/status/1231675605713903617	2020-02-23 14:22:02	El video habla del desempleo algo que aumentó en todo el mundo, ni siquiera paises con políticas liberales como Chile o Paraguay (que tienen más desempleo que Uruguay) pueden arreglar el tema, asi que mucho menos lo va a arreglar el gobierno entrante	0	0	0	2020-02-23	UY
414	/jkaztman/status/1231553806858641412	2020-02-23 06:18:03	"Sólo una pregunta. 

Si en 2025 ven un país con verdaderas oportunidades, inversión y crecimiento, más seguridad y empleo, menos tasas de deserción en la educación, seguirían abrazándose a esa bandera o querrían un poquito más a su país (Uruguay) en vez de su partido político?"	0	0	1	2020-02-23	UY
415	/CFran314/status/1231552029723680769	2020-02-23 06:10:59	"Por esas actitudes, x tener un estado ladron, el capital se va del pais.
Asi se mudan a brasil, uruguay y paraguay todas las empresas, haciendo crecer esos paises, su empleo y salario.
Aca quedan los ladrones como vos c su estado ladron cada vez con menos empleo y mas pobres."	0	0	0	2020-02-23	UY
416	/JulioGmez4/status/1231651925092900864	2020-02-23 12:47:56	El narco estado terrorista se ahogan en el narcotráfico pregúntele al embajador de Uruguay y a Uribe , la economía muere , no hay empleo , solo ustedes los Uribistas viven dignamente	0	0	0	2020-02-23	UY
417	/EstelaOvelar5/status/1231599679546241025	2020-02-23 09:20:20	Compárame ya que estamos: la cobertura en Seguridad Social, en Chile y Uruguay... la tasa de desempleo, la diferencias de clase y la mortandad infantil.	0	0	0	2020-02-23	UY
418	/nicoraffo26/status/1231618843409297409	2020-02-23 10:36:29	Hablas enserio??? Después de todo el desempleo que hay en el Uruguay??? Fíjate los números	2	0	0	2020-02-23	UY
419	/PFernandezBeri/status/1231574461482196993	2020-02-23 07:40:07	" Y seguían aumentando los delitos, el déficit, los impuestos, los negocios con las narcodictaduras, el desempleo, y todo tapado, ""Uruguay puede más"" decía algún que otro pasacalle!  ¡Aguante Twitter carajo! "	0	0	2	2020-02-23	UY
421	/jkaztman/status/1231560700214075393	2020-02-23 06:45:26	"Ana, ya hay que madurar y ser más imparciales y autocríticos. No es un partido de fútbol, es tu país.

El salario mínimo tiene que ser ponderado bajo el contexto de costo de vida del país. También considerar cómo puede impactar el empleo.

Ponete la camiseta de Uruguay. pic.twitter.com/2oVLplOT2Y"	0	0	0	2020-02-23	UY
427	/FedericoMuttoni/status/1231918636371206144	2020-02-24 06:27:45	Un mercado de #trabajo cada vez más desafiado en #Uruguay https://bit.ly/2HQF76O  vía @elpaisuy #empleo #Carnaval2020 pic.twitter.com/IOoJWYiFNc	0	5	7	2020-02-24	UY
426	/nacholopezviana/status/1231884398825558016	2020-02-24 04:11:42	"#Desempleo América Latina

Según cifras publicadas por @OITnoticias:
 Guatemala (2.5%), México (3.5%) y  Perú (4.2%) encabezan lista con menor tasa de desempleo de 2019.
 Uruguay se ubica 10 en 14 países relevados (9%)
 Argentina está 11 (10.4%)
 Brasil último (12%) pic.twitter.com/OU1GwzD2rs"	0	3	2	2020-02-24	UY
425	/eluno59/status/1232066912630267905	2020-02-24 16:16:57	30 casos de sarna en el hospital vilardebó un país que avanza y no se detiene que país dejan todo podrido miseria pobreza falta empleo controles en los hospitales Uruguay no ma	4	30	58	2020-02-24	UY
428	/GastonGaitan/status/1231976208444919808	2020-02-24 10:16:31	"De Argentina vinieron más argentinos que el año pasado a veranear a Uruguay.
Usd los frente Amplista viven en Narnia. 4.9 de déficit fiscal, 8.9% de desempleo, homicidios y rapiña con un 50% Arriba, el 80 % de los estudiantes entre 1 y 3ro no saben hacer un promedioy mucho más! pic.twitter.com/RpnYxkPrMm"	1	0	0	2020-02-24	UY
423	/Monquit3st/status/1231988089633026051	2020-02-24 11:03:44	"Porque ese par de miles son muestra estadísticamente representativa de TODO Uruguay.

Y endeudarse meses por algo de escapismo consumista es símbolo de bonanza.

Así como la continua caída del empleo privado o el peor déficit fiscal en  30 años.

Caro a Ministra de Economía!  https://twitter.com/cpereira131644/status/1231652439406895105 …"	1	0	0	2020-02-24	UY
422	/FlavioGonzlezSc/status/1232012885536256001	2020-02-24 12:42:16	"Uruguay deberá buscar nuevos recursos para explotar con caracter nacional, con la vaca y la celulosa estamos fritos, la soja está muy baja, no sirve; a medida que cayó el empleo el FA ""colgó"" más gente del Estado, tarde o temprano la bomba explotará"	0	0	0	2020-02-24	UY
424	/Carrasquito09/status/1231930011818561537	2020-02-24 07:12:57	"Salario mínimo alto superior a la productividad de muchos trabajadores es parte de la explicación del alto desempleo q deja el FA. 
Me podés decir cuál es el salario mínimo en los países nórdicos????
Lo importante es ver el salario moda en el Uruguay. Te llevarías una sorpresa https://twitter.com/FacundoAbella8/status/1231762339667554304 …"	0	0	0	2020-02-24	UY
434	/jorge_L_otero/status/1232309817064087557	2020-02-25 08:22:10	"Va más allá del sueldo, Germán... es una decisión racional aspirar tener un empleo público por lo que te comenté más arriba.
El Estado tiene que incentivar en emprendedurismo y, hasta ahora, ha hecho todo lo contrario. 
Hay q estar loco para emprender en Uruguay..."	1	0	0	2020-02-25	UY
433	/AldoLema_uy/status/1232252748562870272	2020-02-25 04:35:24	Uruguay tiene 4 desequilibrios macro que debe enfrentar con urgencia: déficit fiscal, alta inflación, problemas de competitividad y elevado desempleo (salarios vs productividad). https://twitter.com/AldoLema_uy/status/1232244380196577283 …	2	45	74	2020-02-25	UY
432	/JuanJos47716247/status/1232380413714321416	2020-02-25 13:02:41	Estimado, miedo no, convicciones nomás. En Uruguay el estado genera empleo porque en este mercado chico no hay lugar para tanta gente. Al 90% de los EEPP lo pusieron quienes hoy se quejan del costo del estado..al menos es irrisorio!! La política del empleo publico fue de los PPTT	1	0	0	2020-02-25	UY
429	/eco_colorado/status/1232398934972207107	2020-02-25 14:16:17	Sabés que estás equivocada? Los números sí me dan la razón. En Uruguay hay 1 millón de personas viviendo con 1 o + necesidad básica insatisfecha, 700 suicidios por año. 620 asentamientos. Record de delincuencia, crisis educativa, 30% de desempleo juvenil,50% ganando 22000 o menos	1	1	3	2020-02-25	UY
430	/karito162/status/1232455123311349760	2020-02-25 17:59:33	Con todo respeto amigo creo que ud está dando un mensaje erróneo en cuanto el tema de Uruguay acá existe desempleo tanto para el migrante como para el local Ojo con eso por favor investigue	0	0	0	2020-02-25	UY
431	/ElMemoNavas/status/1232422722388529152	2020-02-25 15:50:48	"En menos de dos semanas renuncié a mi primer empleo en Uruguay, me contrataron de otro con cargo de alto rango, me dió amigdalitis y ya no sé cuántos kilos menos llevo por no poder comer sólido.

El cambio es tan precioso pero cómo escoñeta "	0	0	2	2020-02-25	UY
444	/TapitasOportuni/status/1232787319050076172	2020-02-26 15:59:35	¡Hoy queremos agradecer a José y Luz María por sumarse a la familia tapitera! Hace solo 3 meses llegaron desde Venezuela, y aunque siguen en la ardua búsqueda de empleo, decidieron encontrar alguna forma de colaborar con una buena causa en Uruguay desde el primer momento.  (1/3) pic.twitter.com/a594rtFUeh	1	2	15	2020-02-26	UY
443	/la85BA/status/1232733752603881479	2020-02-26 12:26:44	"""Este rumbo de Brasil hacia el mundo a nosotros nos viene muy bien y lo tenemos que aprovechar. Necesitamos acuerdos comerciales para que haya inversión + comercio y con esto vamos a tener más empleo que es lo que el Uruguay está necesitando."" pic.twitter.com/eJON8z7k2e"	1	1	6	2020-02-26	UY
442	/ceventuales/status/1232722136038563845	2020-02-26 11:40:34	"Para que tu #comunicación en la oficina sea #efectiva, te compartimos los siguientes #consejos!
#miércolesdetips #empleo #rrhh #Uruguay pic.twitter.com/fx0atvuXvp"	0	0	0	2020-02-26	UY
440	/ANAFAP_uy/status/1232764024498130945	2020-02-26 14:27:01	¿Por qué si el desempleo se mantuvo alto en 2019, las afiliaciones al sistema de capitalización individual también? Presidente de #ANAFAP, @speaguda explicó a @BUSQUEDAonline que podría deberse a la ola inmigratoria que recibe Uruguay y la formalización de ciertos sectores. pic.twitter.com/aovkbBnFei	0	2	8	2020-02-26	UY
441	/Daniel_Garcia9/status/1232795156161667072	2020-02-26 16:30:44	"La información sobre el aumento de suicidios en Uruguay es alarmante , muchos de los casos son por depresión y los factores socio económicos más la soledad y el desempleo.
Sumale la angustia y el estrés.
Este es el país que nos han dejado en estos 30 años..."	2	7	27	2020-02-26	UY
438	/BennisPig/status/1232634404117340160	2020-02-26 05:51:57	Si querés convertir a Uruguay en Chile significa que querés que haya mas pobreza menos movilidad social más desempleo etc etc. Decilo de una vez que te cagas en los pobres y le chupas las medias a los empresarios	1	0	0	2020-02-26	UY
437	/aaronssio/status/1232876870707884036	2020-02-26 21:55:26	En unos días asume Lacalle en Uruguay. Cuando baje la pobreza, el desempleo, la inflación y haya mas poder adquisitivo les voy a hacer acordar las horas y horas que me discutieron de que el liberalismo no funciona en américa latina. Si no te gustaba Brasil, se viene Uruguay	0	0	2	2020-02-26	UY
436	/kudelais/status/1232698616751513601	2020-02-26 10:07:07	"Tu partido ""igualitario"" con vos a la cabeza,gastó 100 millones en el antel arena,y se olvidó que había pobres en uruguay haciendo sus necesidades en un balde,tiene récord de desempleo, récord de déficit fiscal, récord de empresas cerradas y un estado insostenible. Mejor calláte."	1	3	13	2020-02-26	UY
