	tweetUrl	time	text	replies	retweets	likes	date	iso_2
718	/DejemosM/status/1218602969282772992	2020-01-18 12:36:03	#Mameluco creó empleos que dependían del gasto público INSOSTENIBLE, fuga de empresas que generaban empleo por sus leyes chavistas, fuga de divisas por la entrada de tanto cubano y venezolano, como protegió lo nacional? con tanto chino de competencia @ecuador_real @GermanyaBravo pic.twitter.com/tSjC4rERnt	12	59	72	2020-01-18	EC
710	/TuComunidad__/status/1218635733969391617	2020-01-18 14:46:14	Por su mala gestión en las finanzas muchas personas con necesidad de trabajar han perdido su empleo, y lo peor NO HAY EMPLEO EN EL ECUADOR.	0	0	0	2020-01-18	EC
716	/ardillamantilla/status/1218632227879378944	2020-01-18 14:32:18	Ecuador con caida en su economía por segundo año consecutivo, por falta de fuentes de empleo. Banquero$ ($on privados) 200 millones de ganancias (utilidades) y hay quienes pretenden hacernos creer el cuento de la llorona? Q pocas neuronas...	0	1	1	2020-01-18	EC
694	/polifilo_/status/1218414881004826624	2020-01-18 00:08:39	"Tremendos farsantes ""Según el INEC con corte a diciembre de 2019 solo el 38.8% de la población económicamente activa tiene empleo adecuado en Ecuador. Esto significa que 5 millones de personas, 61.2% de la fuerza laboral, sigue atrapada por el desempleo abierto y disfrazado""."	0	0	1	2020-01-18	EC
695	/radiocolosal/status/1218515474528509952	2020-01-18 06:48:22	Informalidad y pérdida de empleo adecuado golpean a Quito y zonas ruarales de Ecuador https://radiocolosal.com/2020/01/18/informalidad-y-perdida-de-empleo-adecuado-golpean-a-quito-y-zonas-ruarales-de-ecuador/ … pic.twitter.com/i0LM3UEoZb	0	0	0	2020-01-18	EC
696	/JEscobar27E/status/1218503437920407552	2020-01-18 06:00:32	"Si los socialistas supieran de economía, no serían socialistas.
Para crear riqueza y empleo se requiere empresa privada.
Los empresarios preferirán invertir en países donde exista seguridad jurídica y libertad económica.
Por eso poca gente invierte en Ecuador."	0	1	0	2020-01-18	EC
697	/vitotvo/status/1218502051119935488	2020-01-18 05:55:02	"El empleo pleno en Ecuador cayó en el 2019, según el INEC
INFORME:
https://ultimahoraec.com/el-empleo-pleno-en-ecuador-cayo-en-el-2019-segun-el-inec/ …"	0	0	0	2020-01-18	EC
698	/AdmarSR/status/1218499008651497473	2020-01-18 05:42:56	Son indolentes con la situación de desempleo de miles de personas en el Ecuador... gente mala! https://twitter.com/OscarAyerve/status/1218319131465920514 …	0	0	0	2020-01-18	EC
717	/guido_s23/status/1218571708766072833	2020-01-18 10:31:49	"Del 2017 al 2019: 70 000 personas se han sumado a@las cifras de desempleo en ecuador. Pero el mandatario se da el lujo de viajar al Foro Económico Mundial. 
Como no tenemos vergüenza de presentarnos con estas cifras? https://twitter.com/Presidencia_Ec/status/1218289418806624258 …"	0	0	0	2020-01-18	EC
700	/vitotvo/status/1218684559857983488	2020-01-18 18:00:15	"El empleo pleno en Ecuador cayó en el 2019, según el INEC
INFORME:
https://ultimahoraec.com/el-empleo-pleno-en-ecuador-cayo-en-el-2019-segun-el-inec/ …"	0	0	0	2020-01-18	EC
701	/Infoenlace/status/1218526769734737926	2020-01-18 07:33:15	Informalidad y pérdida de empleo adecuado golpean a Quito y zonas ruarales de Ecuador - La Hora https://lahora.com.ec/noticia/1102300105/informalidad-y-perdida-de-empleo-adecuado-golpean-a-quito-y-zonas-ruarales-de-ecuador …	0	0	0	2020-01-18	EC
702	/IrvinMezaC/status/1218748951538601984	2020-01-18 22:16:07	Fue duro terminar mi 3er nivel, pospuse por varios años mis estudios por motivos laborales, y en el 2019 pospuse la Maestría en Ingeniería de Software en la @UNIR_Ecuador por falta de recursos y de empleo, y es esa realidad la que no quiero mis hijos.	1	1	0	2020-01-18	EC
703	/ElRebeldeEc/status/1218611180492730368	2020-01-18 13:08:40	Esas regulaciones que empezaron el 2007 con la llegada del dúo Correa-Moreno al poder,son las que tienen al Ecuador en situación de pobreza, deudas y desempleo. Esto sumado a la corrupción de estos comunistoides y el aborregamiento de la gente,agravan la situación del país	0	0	5	2020-01-18	EC
699	/TelediarioEC/status/1218563698790404099	2020-01-18 10:00:00	#TelediarioEC | La tasa de desempleo en Ecuador es menor que en toda la región Latinoamericana, según autoridades. pic.twitter.com/vhNloTULWx	9	8	9	2020-01-18	EC
705	/HumanEcuador/status/1218631711027814402	2020-01-18 14:30:15	#SíHayEmpleo En #HumanConsultingStrategies buscamos a los mejores talentos, aplica aquí: http://ow.ly/eCcO50xWhRO  #Guayaquil #Empleo #Trabajo #Ecuador pic.twitter.com/7cm2vLAxsR	0	0	0	2020-01-18	EC
706	/albert_ottati/status/1218532379398230016	2020-01-18 07:55:33	Quieren subir la pensión alimenticia hasta los 24 años, y no se preocupan por el desempleo que existe en Ecuador y por la delincuencia que nos agobia cada día.	0	0	0	2020-01-18	EC
707	/ROMANMARCELO/status/1218638544526368771	2020-01-18 14:57:24	Claro, a alguien se le debía cargar algo de los costos del desempleo e. #Ecuador  https://twitter.com/elcomerciocom/status/1218613752981020672 …	0	0	0	2020-01-18	EC
708	/Rovipace/status/1218663769846566912	2020-01-18 16:37:39	#LaCulpaEsDeCorrea. #Ecuador con menos empleo. https://twitter.com/MashiRafael/status/1218238928051998725 …	0	0	0	2020-01-18	EC
709	/AndresVergara/status/1218637425674768385	2020-01-18 14:52:58	"La CEPAL, BID, ONU, FMI NO miden el PIB, empleo, inflación, etc de Ecuador. Los datos que usan son los generados por instituciones nacionales. A lo mucho hacen reportes con información nacional.

Detallito, no?"	1	0	1	2020-01-18	EC
711	/Munagropecuario/status/1218634178629120000	2020-01-18 14:40:03	"PARTICIPACIÓN CIUDADANA Y EL AGRO 

Pedro Pablo Jijón Ochoa

Los sectores productivos de mayor importancia en la #economía de los países
de Hispanoamérica y del Ecuador, siempre han sido la agricultura , la https://mundoagropecuario.com/participacion-ciudadana-y-el-agro/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost … #empleo #servicios"	0	0	3	2020-01-18	EC
712	/ginonorero/status/1218520238121279488	2020-01-18 07:07:18	Si vuestro candidato no aprendió en los 6 años que gobernaron juntos,  es porqué el maestro no fue buen profesor...le debo recordar, que hay miles que recibieron becas y no pueden pagarla por el desastre económico y falta de empleo que usted le cargó al Ecuador.	0	1	0	2020-01-18	EC
713	/carguarde/status/1218478625223335936	2020-01-18 04:21:57	Ahora resulta q en ecuador todos los estudiantes tienen trabajo seguramente cuando se gradúan es donde comienzan las dificultades de conseguir trabajo eso explicaría la tasa tan alta de desempleo	0	0	0	2020-01-18	EC
714	/Via593/status/1218707977793949696	2020-01-18 19:33:19	Ecuador. Cae el empleo pleno, incrementa el subempleo.	0	1	0	2020-01-18	EC
715	/xavierverdesoto/status/1218529974644367360	2020-01-18 07:45:59	"Se parte de nuestra red laboral en Ecuador y Latinoamérica, ingresa tus datos y postula a esta vacante en http://www.verempleos.com  

Comparte con tus amigos y apoyemos a las personas a encontrar el empleo que desean... http://www.verempleos.com/MostrarVacante.aspx?vacante=3278 …"	0	0	0	2020-01-18	EC
704	/luisanagall/status/1218701684567945217	2020-01-18 19:08:18	Hoy en día con el inepto de @Lenin como presidente de Ecuador, el nivel de felicidad es muy bajo. La gente tiene miedo de ser botada de sus trabajos, cada vez se pierden beneficios de la clase trabajadora, el desempleo en alza, menos consumo, la gente se siente traicionada...	0	0	0	2020-01-18	EC
753	/Mauricio_0586/status/1218893878994132993	2020-01-19 07:52:01	Votar apruebo es injusto pq sería apoyar la violencia que ha dejado a 200 mil sin empleo, 300 mil sin dar completa la psu y cientos de miles q han retrasado sus estudios. Imprudente pq no solucionará nada y corremos el riesgo de pasar por lo mismo que Venezuela, Bolivia o Ecuador	1	5	11	2020-01-19	EC
754	/EdgarBaezP/status/1219035028497321984	2020-01-19 17:12:54	#LaComunaInforma | La pobreza en #Ecuador aumentó a 25% en 2019 y el desempleo también subió. ¡Conozca qué dice el informe del #INEC! http://bit.ly/373Sifx  @MashiRafael @100precarla @rolosilvam @teleSURtv @JorgeGlas @CompromisoRC @ActualidadRT @bbcmundo @CNNEE @TelemundoNews pic.twitter.com/SPnGDse0VP	0	9	5	2020-01-19	EC
755	/pichinchauniver/status/1219038076669964293	2020-01-19 17:25:00	"#Agéndalo | Punto Noticias 
@AlbertoAcostaE - Informe CIDH.
Carlos Zaldumbide - Desempleo en Ecuador.
Manuel Martínez - Reformas al Código de la Niñez y Adolescencia.
Guido Macchiavello - Bono social y soberano para vivienda.
7:30 - #ElOtroRelato pic.twitter.com/Ib0hWuqVVi"	0	2	2	2020-01-19	EC
756	/erika081982/status/1219006046833987592	2020-01-19 15:17:44	Eso es EEUU, hay trabajos sin importar edad, acá es Ecuador NO HAY EMPLEO, ni para joven peor mayores de 35 años ya que somos viejos para los empresarios,  si van a renegar mejor no tengan hijos y guarden el dinero para ustedes.	0	0	0	2020-01-19	EC
762	/TelediarioEC/status/1219016683513352193	2020-01-19 16:00:00	#TelediarioEC | La tasa de desempleo en Ecuador es menor que en toda la región Latinoamericana, según autoridades. pic.twitter.com/R99n1CrLig	3	0	1	2020-01-19	EC
758	/TelediarioEC/status/1219001586212573184	2020-01-19 15:00:00	"#TelediarioEC | En la @PUCE_Ecuador
 se realizó el coloquio “Desafíos para el Desarrollo del Ecuador en 2020” en donde varios académicos hicieron propuestas para generar empleo. @verorivadeneira
 con más detalles ▼ pic.twitter.com/O7UZt9pps0"	0	4	3	2020-01-19	EC
759	/rikiykathe/status/1218971996555563008	2020-01-19 13:02:26	Al menos 115 000 se quedaron sin empleo en Ecuador, entre otras noticias del día http://ow.ly/Bd4T50xXYkM 	0	0	0	2020-01-19	EC
760	/elandrelo/status/1218918913087623168	2020-01-19 09:31:29	Mejor que incentiven la inversión privada, revisa el índice de “doing business” y mira dónde está Ecuador. Crear un ambiente apto para atraer la inversión, eso si es dinamizar la economía, generar empleo, inyección de capital. Me imagino que prefieres poner más impuestos.	0	0	0	2020-01-19	EC
761	/fmarmolejo7481/status/1218900330206900224	2020-01-19 08:17:39	Lógico, el problema no es la cantidad de jubilados, el problema es las cifras de desempleo del país, el Ecuador patas arriba.	0	0	0	2020-01-19	EC
757	/mindyourshit7/status/1219022385422249984	2020-01-19 16:22:39	"Hoy hablé con mi tío el mayor y dijo algo tan cierto ""Nos quieren poblar con la mediocridad y la haraganería de otros pueblos"" cuando en Ecuador hay una tasa de desempleo que cada día asciende más porque han dejado entrar a otra gente y no se le ha dado prioridad al pueblo."	0	0	0	2020-01-19	EC
752	/Ab_Fco_Pesantez/status/1219005193611882496	2020-01-19 15:14:20	"Hoy en Ecuador hay desempleo PROFESIONAL..

DE Q SIRVE EL TITULO SI MATASTES LA E ONOMIA?"	1	0	1	2020-01-19	EC
750	/Ab_Fco_Pesantez/status/1218895517972942853	2020-01-19 07:58:32	"Inteligente observacion, algunos opinan desde el presupuesto nacional con bolsillo ajeno.
Ademas, hoy, 2020 en Ecuador hay desempleo profesional.....de q sirve el sacrificio  si han matado a la economía?"	0	0	1	2020-01-19	EC
749	/DianeliRC/status/1218891475099975680	2020-01-19 07:42:28	Obvio por el candidato de l Revolución Ciudadana, durante 10 años se se vieron las obras por doquier, los servicios públicos fueron de lo mejor como nunca se vio en el país, ahora es una desgracia el país, se necesita q Ecuador vuelva a tener rumbo, lo único que hay es desempleo	0	1	16	2020-01-19	EC
748	/cristians_nunez/status/1219048892660142080	2020-01-19 18:07:59	"Las ideas existen, para ejecutarlas conlleva inversiones de riesgo que se deben recuperar a largo plazo y contar con una utilidad razonable! 
El Ecuador es el peor país de la región en atraer inversión interna o externa! En consecuencia se reduce y no aumenta el empleo pleno!"	0	0	0	2020-01-19	EC
747	/jjastudil/status/1218885302212800512	2020-01-19 07:17:56	"Facultado para votar a los 16.
Legalmente adulto a los 18.
Beneficiario de pensión alimenticia hasta los 24.
No consigue empleo pasado los 35.
Con elegibilidad para jubilarse a los 65.

Viva el Ecuador del futuro. pic.twitter.com/e6UpTylb03"	0	2	3	2020-01-19	EC
746	/jcfb2452013/status/1219072189493927937	2020-01-19 19:40:33	Que tasa de desempleo baje en Ecuador...	0	0	1	2020-01-19	EC
745	/mjuniorjuan/status/1218997339081318406	2020-01-19 14:43:08	Que re chucha nos importa la falta de empleo en España, cuando aquí en Ecuador el desempleo es gravisimo.	0	0	1	2020-01-19	EC
744	/alfaresponde/status/1219054604681404416	2020-01-19 18:30:41	"Ya parecemos turistas...... Cómo q aquí en Ecuador... El empleo sobra.  Parece q es mejor ver problemas ajenos que  ver las torpezas q hace  Moreno .
O más bién.... Para defenderlo... Diría que usted lo respeta  mucho.... (Parte del  9 % que apoya a Moreno)"	0	0	0	2020-01-19	EC
743	/eysalaleu/status/1219114862745473024	2020-01-19 22:30:07	encontrar trabajo en ecuador es de las cosas más jodidas de la vida, jamás había tenido que meterme a plataformas de todo tipo para buscar empleo y enfrentarme a la falta de interés y profesionalidad que los empleadores transmiten.	1	0	0	2020-01-19	EC
742	/Richarzamb/status/1218847337063251975	2020-01-19 04:47:04	"GRACIAS AL SEÑOR GOBIERNO ECUADOR
CERRO EL 2019 E INICIA EL AÑO 2020 SIN
POSIBILIDADES DE ENCONTRAR TRABAJO
FIJO
El año pasado se perdieron 116 mil plazas de empleo pic.twitter.com/X5Qsp1zE0L"	0	0	0	2020-01-19	EC
741	/fernandovelah/status/1218873049891721223	2020-01-19 06:29:15	@mameluco, esto es el resultado de la década perdida y ultrajada. Carcomiste las bases del sector productivo, desmotivaste el empleo, aislaste al @Ecuador de la comunidad internacional, violaste los derechos humanos, violaste las arcas del estado, mataste a la seguridad social... https://twitter.com/MashiRafael/status/1218836215392280576 …	0	0	0	2020-01-19	EC
751	/pichinchauniver/status/1219059196177547270	2020-01-19 18:48:56	"#Agéndalo | Punto Noticias 
@AlbertoAcostaE - Informe CIDH.
Carlos Zaldumbide - Desempleo en Ecuador.
Manuel Martínez - Reformas al Código de la Niñez y Adolescencia.
Guido Macchiavello - Bono social y soberano para vivienda.
7:30 - #ElOtroRelato pic.twitter.com/Zq9KMsqURN"	0	1	3	2020-01-19	EC
792	/lahoraecuador/status/1219280924900298752	2020-01-20 09:30:00	"#Quito
La capital tiene el desempleo más alto del país. #Ecuador

► http://bit.ly/3aq0GrT pic.twitter.com/QaEXkpgtsS"	5	5	3	2020-01-20	EC
791	/clannoticias/status/1219264956815687682	2020-01-20 08:26:33	¿Cuáles son las tendencias en empleo o profesiones en Ecuador? http://dlvr.it/RNP8R0 pic.twitter.com/ktU1QfFA3l	0	0	0	2020-01-20	EC
790	/willyv5/status/1219367037300027392	2020-01-20 15:12:11	Ecuador debe crecer mercado interno antes que nada, significa desarrollar industria y empleo local y evita salida de divisas, de no ser así, las importaciones consumen la pequeña parte de dólares que ingresan al país por exportaciones, ya casi sin ningún control.	1	0	1	2020-01-20	EC
786	/BEcuatorianoR/status/1219472128896053248	2020-01-20 22:09:46	"despidiendo a todos los que puedan y creando mas trabas para generar fuentes de trabajo

Este min es los nos contactados hay que darle el telef al ministro ledesma que le contacte y le diga que estamos en Ecuador sin empleo"	0	0	0	2020-01-20	EC
788	/CamaraCIP/status/1219387043123429378	2020-01-20 16:31:40	Es el momento de apoyar los emprendimientos y nuevas inversiones. El sector productivo del Ecuador es un actor clave para fomentar el empleo con derechos. #MásOportunidadesParaTodos pic.twitter.com/z6Lcr4Odap	0	3	6	2020-01-20	EC
787	/ecuadorenvivo/status/1219307379235397636	2020-01-20 11:15:07	¿Cuáles son las tendencias en empleo o profesiones en Ecuador? http://owl.li/JDkY30qaSlV pic.twitter.com/bHjTG6uJlW	0	1	0	2020-01-20	EC
805	/netogold/status/1219297984694902784	2020-01-20 10:37:47	Muchas veces no se dan cuenta que los mismos ítems a solucionar según esos economistas, traen crecimiento de desempleo y no lo dicen. Caso dolarizar como ecuador	1	0	2	2020-01-20	EC
789	/DtsGrupo/status/1219403696683016198	2020-01-20 17:37:51	¿Cuáles son las tendencias en empleo o profesiones en Ecuador? https://www.eluniverso.com/guayaquil/2020/01/09/nota/7683462/cuales-son-empleos-o-profesiones-mayor-demanda-ecuador-cual-es?&utm_source=twitter&utm_medium=social-media&utm_campaign=addtoany … por @eluniversocom	0	0	0	2020-01-20	EC
794	/paulguillenr/status/1219322138018111493	2020-01-20 12:13:46	Diálogo permanente abierto y transparente para construir propuestas de calidad para el empleo en el ecuador	0	1	1	2020-01-20	EC
799	/HumanEcuador/status/1219273495521251328	2020-01-20 09:00:28	SíHayEmpleo En #HumanConsultingStrategies buscamos a los mejores talentos, aplica aquí: http://ow.ly/6XD350xQvHN  #Guayaquil #Empleo #Trabajo #Ecuador #RRHH #TalentoHumano pic.twitter.com/vRxxLd2SZY	1	0	0	2020-01-20	EC
796	/QuitoBarrio/status/1219277540197588993	2020-01-20 09:16:33	Retrasado  aquí en ecuador la gente sin empleo ,con  mala educación, con la sanidad echa pedazos	0	0	0	2020-01-20	EC
797	/notihoyecuador/status/1219292584964755462	2020-01-20 10:16:20	Andrés Robalino, Director Ejecutivo de la Cámara de Industrias producción y empleo, afirmó que el problema del subempleo y del desempleo no es del gobierno sino del Ecuador. Cree que es necesaria una política clara, además de la generación de profesionales. @notihoyecuador pic.twitter.com/2k5cHn14sz	0	0	1	2020-01-20	EC
798	/JorgePaladines/status/1219354343809392642	2020-01-20 14:21:44	Si L Moreno reimplanto al neoliberalismo en Ecuador (menos Estado Social y más desempleo y brechas sociales), por ende creo una mayor crisis socioeconómica, que le hace creer al banquero Lasso que será presidente?  Todas sus fichas ya fueron usadas, o sea game over, game over..	0	17	38	2020-01-20	EC
800	/danielveraec/status/1219277940422336513	2020-01-20 09:18:08	"Si te gustan los datos o la ciencia de datos y te desempeñas en otra area... este es un buen momento de especializarte en esta área que cuenta con gran demanda.
 #datascience #Ecuador
#empleo
https://www.eluniverso.com/guayaquil/2020/01/09/nota/7683462/cuales-son-empleos-o-profesiones-mayor-demanda-ecuador-cual-es …"	1	1	1	2020-01-20	EC
801	/jualomal2/status/1219269168425578497	2020-01-20 08:43:17	La debacle económica en el Ecuador empieza a pasar factura.Muchas pequeñas y medianas empresas en graves problemas económicos y deudas se ven obligadas a cerrar sus operaciones,se incrementa el desempleo	0	0	0	2020-01-20	EC
802	/DAMASIOSANTOS/status/1219292309801635840	2020-01-20 10:15:14	Ecuador aplica e impone la receta del FMI y el régimen morenista solo genera desempleo, pobreza, miseria mientras la banca bate récords en ganancias. #NeoliberalismoSalvaje #ContraLaDesigualdad	1	0	0	2020-01-20	EC
803	/abgmadero/status/1219396405665705984	2020-01-20 17:08:53	"Los invito a escuchar la entrevista que daré mañana desde #Quito, para informar a la ciudadanía sobre las cifras de empleo del Ecuador. 

¡Siempre #JuntoATi! https://twitter.com/MinTrabajoEc/status/1219396122097090563 …"	53	238	228	2020-01-20	EC
804	/rafalmao/status/1219309916000645120	2020-01-20 11:25:12	"Velamos en todo momento por el cumplimiento de las Leyes. El resultado; mas #Empleo para todo el #Ecuador
@MinTrabajoEc #JuntoATi"	0	0	0	2020-01-20	EC
785	/YolandaGfrcia36/status/1219358786076409857	2020-01-20 14:39:23	"Más empleo, producción y desarrollo para el Ecuador . Nuestro presidente 
@Lenin Moreno fortalece la relación diplomática y económica durante el Foro Económico de @Davos."	0	0	0	2020-01-20	EC
795	/AlbertoAcostaE/status/1219392084840538113	2020-01-20 16:51:42	"SIGUEN ACUMULANDO...

LOS GRUPOS ECONÓMICOS EN EL ECUADOR
Carlos Pástor demuestra cómo el gran capital
continúa lucrando, luego de ganar con el correato.
La receta de inversión pública y empleo estatal
fomentó las ganancias de las empresas más importantes.
https://www.planv.com.ec/historias/economia/la-decada-ganada-grupos-economicos-ecuatorianos#.XiHIpZrk6VE.whatsapp … pic.twitter.com/3H8TeJxeG2"	2	16	23	2020-01-20	EC
784	/pichinchauniver/status/1219206469234712576	2020-01-20 04:34:08	"#Agéndalo | Punto Noticias 
@AlbertoAcostaE - Informe CIDH.
Carlos Zaldumbide - Desempleo en Ecuador.
Manuel Martínez - Reformas al Código de la Niñez y Adolescencia.
Guido Macchiavello - Bono social y soberano para vivienda.
7:30 - #ElOtroRelato pic.twitter.com/y0LednEMCN"	0	0	0	2020-01-20	EC
793	/MinTrabajoEc/status/1219396122097090563	2020-01-20 17:07:45	Les invitamos a escuchar la entrevista que dará el Ministro del Trabajo @abgmadero mañana desde #Quito, para informar a la ciudadanía sobre las cifras de empleo del Ecuador. pic.twitter.com/wPinOHpTtP	42	188	188	2020-01-20	EC
782	/romario1957/status/1219246245325299712	2020-01-20 07:12:12	"""En Ecuador hay respeto a los derechos humanos"" (Los muertos fueron por ""accidentes"") @mariapaularomo
""Somos el Gbno. del Diálogo"" @Lenin 
""En el País no hay persecución"" @juanseroldan
""Las cifras de empleo son las mejores de la región"" @abgmadero

¡Viva la libertad de expresión! pic.twitter.com/ChdY2KxAuu"	0	13	18	2020-01-20	EC
783	/xavivire/status/1219378726300942337	2020-01-20 15:58:37	¿Cuáles son las tendencias en empleo o profesiones en Ecuador? https://www.eluniverso.com/guayaquil/2020/01/09/nota/7683462/cuales-son-empleos-o-profesiones-mayor-demanda-ecuador-cual-es?&utm_source=twitter&utm_medium=social-media&utm_campaign=addtoany … por @eluniversocom	0	1	1	2020-01-20	EC
763	/EstebanVillama9/status/1219418560382095360	2020-01-20 18:36:55	Hoy el gobierno ha anunciado que una empresa española construirá más o menos 2 mil casas en #Ecuador . Esperemos que lo haga con 100% de trabajadores nacionales, para palear por lo menos en algo el desempleo que azota al país.	5	15	60	2020-01-20	EC
765	/GlosadeValera/status/1219211875730194432	2020-01-20 04:55:37	Una tía llega el 26 de EEUU y una prima se viene en febrero de Ecuador. Mi tía ya pasó un año con una hija y no puede más. Mi prima no consiguió nunca un empleo estable por su complucación de salud	0	0	0	2020-01-20	EC
766	/trabybendi/status/1219345992174260225	2020-01-20 13:48:33	"Arriesgate a probar nuevas maneras de promocionar tu #EmprendimientoSolo ingresa a http://www.trabajoybendicion.com  y registrate SIN COSTO por un mes. 
.
.
#TrabajoYBendicio #Guayaquil #Ecuador #Trabajo #Ventas #Empleo #SiHayTrabajo #SiHayCamello #OportunidadLaboral #FelizLunes #Lunes pic.twitter.com/junPharVHv"	0	0	1	2020-01-20	EC
767	/Jose_Orellana_G/status/1219139812638306304	2020-01-20 00:09:16	Casi 116 empleos formales pérdidos en los últimos 12 meses en #Ecuador #URGENTE generar empleo pic.twitter.com/Nf0fF3u1YZ	3	7	10	2020-01-20	EC
768	/UgarteNiemes/status/1219236719033290753	2020-01-20 06:34:20	En Ecuador el agua nos empieza a subir al cuello, el desempleo crece unido a la inestabilidad política y mal manejo de la economía. Urge un golpe de timon orientado a la productividad, no hay otro camino	0	0	0	2020-01-20	EC
769	/lazcano2000/status/1219417087346692098	2020-01-20 18:31:03	Ofertas de Empleo en Aviación Ecuador https://www.nlarenas.com/2017/10/ofertas-de-empleo-en-aviacion-ecuador/ …	0	0	0	2020-01-20	EC
770	/adghe_ecuador/status/1219265975973007360	2020-01-20 08:30:36	Su jefe quiere cambiar de empresa  https://elpais.com/economia/2019/12/19/actualidad/1576770612_752664.html … por @SusanaCarrizosa via @el_pais #empleo #rrhh #humanizacion	0	0	0	2020-01-20	EC
771	/EstebanVillama9/status/1219419360420421633	2020-01-20 18:40:05	Ojalá el municipio de #Guayaquil pudiera llegar a algún acuerdo para incluirlas como nueva fuerza de trabajo en estas empresas. Los gobiernos locales también deben prestar una mano para tratar de generar empleo en sus cantones, algo que el #Ecuador necesita con desesperación.	0	0	2	2020-01-20	EC
764	/pichinchauniver/status/1219245246158180352	2020-01-20 07:08:13	"#ENVIVO | Para nuestra segunda entrevista damos la bienvenida a Carlos Zaldumbide, director ejecutivo de la Cámara de Comercio de Quito, con quien hablaremos sobre el desempleo en el #Ecuador.
Escúchanos por la 95.3FM - 94.5FM - http://www.pichinchacomunicaciones.com.ec pic.twitter.com/8owYWnd2ue"	2	2	3	2020-01-20	EC
773	/romario1957/status/1219432388972945409	2020-01-20 19:31:52	"¡NO ENTIENDO!
¡PERO SI EL MINISTRO DE TRABAJO DIJO QUE ECUADOR TENÍA LAS MEJORES CIFRAS DE EMPLEO DE LA REGIÓN!
¿ESTARÍA EQUIVOCADO?
¿O ES QUE LA GENTE NO QUIERE TRABAJAR?
TAN HONESTO, INTELIGENTE Y SINCERO QUE SE LE VEÍA AL @abgmadero
¿SERÁ QUE SE REFERÍA A ALEMANIA O SUIZA?"	1	0	1	2020-01-20	EC
772	/radiosucesosec/status/1219450034405679109	2020-01-20 20:41:59	"Noticiero Sucesos | 20/01

07h10 | Impuestos municipales • @NapoleonSantama

07h40 | La demanda de #Odebrecht a #Ecuador • Mauricio Cruz

08h10 | Cifras de empleo • @abgmadero / @MinTrabajoEc

08h40 | La normativa respecto a las vallas publicitarias en #Quito • @ZULNELEA pic.twitter.com/AnYbcUyMdQ"	1	3	3	2020-01-20	EC
781	/cipemec/status/1219237647836684289	2020-01-20 06:38:02	"""El subempleo se puede reducir si la educación se enfoca en #formaciondual, un cambio de estructura para determinar qué tipo de empleo le hace falta al #Ecuador, con crecimiento sostenido y generación de empleo permanente"". @arovalino @CentroEcuador"	0	1	2	2020-01-20	EC
779	/fabriciocorread/status/1219257087362027520	2020-01-20 07:55:16	"Los ciudadanos quieren empleo, pa llevar dignamente la comida a sus hogares, y seguridad...y votan x quien creen les da mas garantías d cumplirlo!
X eso fracasan los Partidos, xq n Ecuador nadie vota x ideologías!
PD: La Banda Rosa nunca encontró -xq no existe- fortuna mía!"	0	0	0	2020-01-20	EC
778	/Adr5552/status/1219474284722163712	2020-01-20 22:18:20	Y ustedes la suya por prostituir la protesta social para mezquinos interés politiqueros destruyeron edificios ,cortaron el agua y generaron grandes perdidas a los más necesitados ya que si no trabajan no comen y destruiste su fuente de empleo	0	0	0	2020-01-20	EC
780	/HumanEcuador/status/1219424523411435520	2020-01-20 19:00:36	#SíHayEmpleo En #HumanConsultingStrategies buscamos a los mejores talentos, aplica aquí: selecciongye@human.ec #Guayaquil #Empleo #Trabajo #Ecuador pic.twitter.com/7wdGbwt9ls	0	0	0	2020-01-20	EC
776	/ecuadorenvivo/status/1219462139657801728	2020-01-20 21:30:05	¿Cuáles son las tendencias en empleo o profesiones en Ecuador?  pic.twitter.com/bHjTG6uJlW http://owl.li/zoFF30qaYBG 	0	4	0	2020-01-20	EC
775	/GKecuador/status/1219296026504261635	2020-01-20 10:30:00	"En 1998 empezó la migración masiva de millones de ecuatorianos, el desempleo empezó a crecer vorazmente y el sistema financiero empezó a colapsar. Era necesario un cambio de 180 grados para mejorar la situación económica del Ecuador
http://bit.ly/36FYMBk "	0	0	0	2020-01-20	EC
774	/listin_semanal/status/1219255265129902080	2020-01-20 07:48:02	¿Cuáles son las tendencias en empleo o profesiones en Ecuador? | Orientación | Guayaquil https://www.listinsemanal.com/cuales-son-las-tendencias-en-empleo-o-profesiones-en-ecuador-orientacion-guayaquil/ … pic.twitter.com/pkvc7T1fMA	0	0	0	2020-01-20	EC
777	/abgmadero/status/1219443518709649409	2020-01-20 20:16:05	"Esta tarde en el programa “Regresando con @AndresCarrion2” en @radioplatinumec conversamos sobre las cifras de empleo del Ecuador y las reformas laborales que han sido consensuadas con todos los sectores del país.

#JuntoATi pic.twitter.com/Z6c0ANYWGf"	61	282	264	2020-01-20	EC
860	/palacioic/status/1219749127711608833	2020-01-21 16:30:28	"Cómo encontrar #empleo en Canadá.

La manera de encontrar empleo en Canadá suele ser muy diferente a la que se utiliza habitualmente en países como México, Colombia, Perú, Ecuador y otros tantos países latinoamericanos.

https://buff.ly/37qYXAV 
#emigrar #Inmigración pic.twitter.com/RkAN52ALIm"	0	0	1	2020-01-21	EC
